Rating,sentiment_category,vader_compound,textblob_score,review_length,word_count,processed_text
1,Negative,-0.936,-0.6333333333333333,127,18,hated inn terrible room service horrible staff un welcoming decor recently updated lacks complete look managment staff horrible
5,Positive,0.9932,0.42235449735449737,494,76,loved inn husband wanted romantic away night inn perfect met imagined rooms clean quiet comfortable bath robes nice touch staff helpful location great good restaurants walking distance market right fun visit time free bus service close visit sites city beware parking hotel valet costs 25 00 night mentioned desk person not away cost not mentioned web page expected pay removed charge great customer service wonderful deck overlooking puget sound recommend inn planning long visit romantic away
3,Positive,0.9913,0.17271505376344085,1386,209,ace not place husband stayed ace hotel seattle nights excited book room style hotel far alley floral bb motel 6 happy impressions room decent sized bright corner windows it__ç_é_ pictured website shepard fairey wall asked desk clerk parking state website street parking available not tell got street parking stay 8am start charging __ç not lot info drug luggage room headed bed things got worse bed size not listed website assumed queen beds sized sleeping comfortably little difficult not sleep happening room room bar loading delivery zone corner bus stop noise staggering continued night morning wake early feed meter glowing light hall showing window door annoying saw turned day requested fairness rest staff dealt nice accommodating unable following night hotel plus shared bathrooms issue finding free breakfast include coffee tea fresh waffles toast granola juice yogurt apples piles good magazines available guests robes rooms use second night slept slightly better used earplugs not acceptable solution wake early deal car night moved smaller interior room considerably quieter downed music hear fan hall bathrooms room walls definitely felt like dorm room sleep better recommend hotel traveling friends not plan sleeping loud roommates come home drunk play loud music time location good walking attractions like space needle market good restaurants nearby don__ç_é_ know stay
3,Positive,0.7351,0.6333333333333334,188,26,pay location location perfect walking distance lot stairs bags problem no elevator available clean noisy woodden floors hear rooms street breakfast included good conclusion good compromise
1,Positive,0.3182,0.11666666666666665,76,13,ace grunge lives mold mildew tiny bed metal sink cool extra instead nightsta
4,Positive,0.9441,0.44333333333333336,216,32,ace hotel reasonably priced hotel great location seattle spent nights room staff great communal showers immaculate queue breakfast great bit street noise coming floor ear plugs room highly recommend bar cyclops hotel
2,Negative,-0.8803,0.06281194295900179,1655,231,disappointed arranging anticipated girl weekend friend escape children excited sleeping night children want enjoy hip places cool design stay boring run hotel opted ace hotel digs order ensure maximum uninterrupted sleep booked separate rooms arrival hotel informed hotel mix online reservation room small queen sized bed supposedly deluxe room normally suck accept simple mistake time really annoyed irritation partially attributed overall nonchalant attitude uber cool reception person not really attempt compensate slightly lower rate room fact checked reservation printed sheet refused let look friend asked wanting cross reference information sheet written reservation strange appeared mistake not want admit quick blame online booking inference fault booking online add insult injury told shelling small fortune parking lot street parking reduced rate lot not easily marked room dingy not charming photos web site suggest couple rooms walking corridors looked lot better room anyway aside great location decently priced overall experience not impressive days later received email hotel thanking staying hope enjoyed stay responded email outlining frustrations accomodation not like time really needed air dissatisfaction hotel manager replied apologetic email offered discount later night stay redeemed 1st 2008 like positive response negative experience planned return hotel husband romantic away called compensatory offer acknowledged multiple attempts contact manager specific date weekend messages nothing not return messages not know happened no reply guess hotel not need business experience isolated case event not planning stay ace time soon
5,Positive,0.9957,0.3258680555555556,647,87,ace hotel awesome stayed seattle ace hotel 5 days loved great location belltown directly opposite macrina bakery quite possibly best breakfast brunch lunch place seattle wtih fabulous baked goods staff friendly helpful check friendly receptionist forgot ask sorry gave 4 fabulous food recommendations city tried loved foodies extemely important good recommendations locals room small totally adequate shared bathrooms shower rooms spotlessly clean enjoyed simplicity hotel little extra touches like adjustable lighting music bathrooms free current magazines available lobby breakfast granola really yummy location amenities price say ace hard beat
5,Positive,0.9855,0.5185897435897435,341,52,perfect way stayed ace seattle short time august perfect hotel things need none things not great design super comfy great location staff friendly knew cool places helpful way rooms super stylie great art ammenities really need loved place planning make sepcial trip portland check ace portland apparently turntables rooms library vinyl check
4,Positive,0.9875,0.2618421052631579,274,36,interesting comfortable base seattle really enjoyed time interesting decor unique touches super clean tidy bathrooms shared spacious clean available breakfast adequate fresh simple quite healthy nice change usual cardiac inducing breakfast fare served hotels definitely stay
5,Positive,0.9927,0.2808018068887634,831,128,great hotel non traditional stay true feel seattle actually stayed ace 2 new years eve ago live seattle popped occasion make sure route friends people visiting seattle ace downtown busy street 1st ave rooms interior no view rooms funky modern room bath bath robes fun ok shared baths little noise ask room facing street hotel best neighborhood seattle accessible seattle center tons great bars restaurants casual try belltown pizza cyclops surprise great food stiff drinks nicer meal try zoe breakfast walk street macrina bakery morning glory rocket muffin food places 5 blocks ace hotel fish market pike place waterfront downtown shopping couple blocks ride zone buses want downtown want standard not place want experience seattle willing roll punches want little adventure ace hotel fit perfectly cant beat price downtown seattle
1,Positive,0.1187,-0.14285714285714285,383,59,stay clear internet reservation friday rang hour later add thursday booking thursday rang let know arriving late said no problem arrive 10 30pm hear oh not booking tonight not room total apathy not concerned says sorrys looks reservation book sorrys apathy finally says bb door calls authority hangs says sorry times incompetence management employees completely soured trip stay away
1,Negative,-0.2023,-0.16494708994708995,236,36,single rooms like hospital rooms single rooms hotel sparse intentional know ugly like trapped hospital white walls sink basin room small rectangle shape beds hard rocks blankets rough really noisy overrated hotel stayed fan stype hotels
4,Positive,0.9644,0.26190476190476186,277,43,nice hotel husband stayed crown plaza spring break arrival told given room beds booked king bed matter resolved quickly staff helpful met requests room large clean quiet great view location hotel decent overall great experience really no complaints said elevators bit slow stay
2,Positive,0.8364,0.11574074074074073,790,121,seattle crown plaza not worth money got late hotel 1230pm gave away reservation king sized bed travel business days booked hotel girl reception desk asked b c late blamed day shift giving away room 4pm thing said nothing proceded offer breakfast change room morning rude not make good eye contact ask manager not manager morning days people helpful pleasant deal hotel accomodations old need lot renovations example wallpaper bathroom peeling got king bedroom gave corner room probably inconvenience furniture not fit room tv small dressers small tried use safe room broken immediately called desk asked help days later checked addressed good thing food breakfast buffet healthy good lunch manager trying make poorly trained employee clam chowder salmon spinach salad crab cakes really good
2,Positive,0.9507,0.2836734693877551,729,107,priority award floor 32 member hilton honors priority award intercontinental chain use hilton properties chose not pay 250 00 night seattle hilton given gold hotel room key checkin room 32nd floor view quite impressive good experience ended 32nd floor reserved priority members lounge complimentary appetizers evening room adjacent elevator lounge dinner returned room 9 30 10 12 pm lounge cleaned hotel staff vacuums going employees chattering making incessant noise cleaning commercial office building no regard guests priority club no floor management clue lounge cleaned 8 9 common sense finally posters indicated right elevator shaft hear waited 10 minutes elevator arrive 5 00 pm taken clue saw earplugs sleep kit bed check
5,Positive,0.9656,0.44523809523809516,133,19,great hotel hotel nice room really comfortable clean location pretty good blocks pike place market waterfront definitely stay seattle
5,Positive,0.9882,0.28958333333333336,734,106,great stay elevators agree previous posts hotel elevators stayed 4 nights 8 5 8 9 checked room early given corner club room 34th floor fabulous views elliott bay space needle lake union bed great think slept better weeks morning club level continental breakfast afternoon snacks good ordered room service twice pizza sandwich arrived promptly pizza actually pretty good impressed desk personnel called time saw mishap locking room gown putting room service tray housekeeping pick duh went hall heard people rooms knocked let use phone desk security guard showed 3 4 minutes used service elevator apparently freed public elevators complaint stay business seattle definitely stay crowne plaza like poster plan leave early catch elevator
2,Positive,0.6846,-0.0010204081632653103,632,98,holiday inn 1st time seattle delayed anniversary trip wanted stay nicer hotels room reminded holiday inn level hotel plain room extra pillows bathroom ordinary corian sink ordinary bathroom room higher floor looking freeway loud reason earplugs sleep cd asked switch rooms told probably stay way stay 2 nights staying hotel different area town luggage room decided eat stopped concierge asked good place walk rudely told walk area not sure concierge doorman sitting desk expected help decided night hotel come day earlier happily said used club points crowne rooms maybe lousy experience opted leave pay room luxury hotel hotel 1000
4,Positive,0.9648,0.25833333333333336,297,45,stay liked good rate hotel room 24th floor great view room nice clean liked sleep aid includes dvd lavender spray pillows eyemask earplugs not notice noise walked baseball game maybe tired staff helpful friendly stay seattle somewhat frequently business stay parking expensive seattle welcome city
4,Positive,0.9403,0.15661458333333333,492,72,good location value downtown stayed town conference convention center little expensive downtown hotels able book club room rate regular room hotels included continental breakfast club lounge pastries cereal fruit early evening appetizers charge alcoholic beverages got room high floor great view city gave coupon free appetizer bar hotel convenient business convention center minute walk park street directly convention center door fine decent gym ok bar stay try book club room visit seattle
5,Positive,0.9703,0.4571969696969697,377,55,good experience booked minute escape university tower hotel review proved excellent minute find central clean rooms good views albeit rooms exec levels not exactly spacious try book executive rooms possible good choice breakfast hors oeuvres day makes overall package palatable restaurant little pricey good food staying night skip try benihana road hotel great food atmosphere
4,Positive,0.9568,0.19633237133237133,666,95,pleasant experience location hotel good convenient walking distance room 34th floor club level facing water view spectacular room large newly furnished marble bath comfortable king bed elevators fast 3 lounge small drinks pricey service average check prompt courteous club level includes continental breakfast money time saver mornings good experience hotel experience similar crowne plaza hotels gripe not make reservation directly hotel told stay non qualifying priority club reward points annoying silly rule make think twice booking hotel group crowne plaza hotels unlike marriott hotels smoking rooms available smoker good news not sure request non smoking room
1,Negative,-0.8889,-0.13437500000000002,1071,148,worst hotel experience booked nonsmoking room online weeks advance stay crowne plaza downtown seattle arrival desk staff asked consider smoking room completely unacceptable family clearly stated no not consider smoking room mainly concern infant daughter health particular staff member went speak quietly desk staff member agreed particular room entered room smell cigarette smoke apparent not imagine desk staff intentionally smoking room informing days later discovered ashtray matches checked desk discover fact smoking room intentionally not kept reserved nonsmoking room clothes belongings baby reeked cigarette smoke addition appalling lack concern health wishes room not serviced night stay asked desk manager room not serviced checked housekeeping informed not disturb tag door not disturb not case tag inside door entire time anxiously awaiting staff garbage dirty diapers replace towels desk manager offered pathetic compensation complimentary hotel breakfast family exposed carcinogenic cigarette fumes days not rooms cleaned definitely stay crowne plaza hotel
4,Positive,0.9559,0.15744047619047624,1387,217,close convention center stayed seattle crowne plaza feb 11 13 got great rate 65 night hotwire checked saturday afternoon 1pm got room 23rd floor directly elevators not really hear noise hallways elevators air conditioning pretty loud covered outside noise 2 double bed room nice view 5 son loved view cars freeway asked king bed lady desk said not available wondering people book hotwire rooms elevators mom assigned room elevator booked hotwire room pretty spacious room 2 1 2 year old son play toys bathroom pretty tiny shower regular sized good water pressure conditioning shampoo mouthwash lotion facial soap supplied crowne plaza try add little details noticed room arrival little red bag filled ear plugs eye mask linen spray bed cd soft music bathroom nightlight curtains clip light nice touch beds decent room quite dry hard sleeping throats dry main reason seattle visit northwest flower garden held convention center hotel good location able walk freeway park end directly 4th floor entrance convention center 5 10 minutes pacific place shopping center 5 blocks away westlake 7 blocks away pike place 10 blocks walking night little scary lot homeless people lot people smoking weed begging money not exactly feel safe day ok no self parking hotel valet service quite expensive 27 night notice public parking lot block 12 day overall nice stay crowne plaza stay got hotwire rate
4,Positive,0.9571,0.35454545454545455,252,41,not bad clean comfy friendly good average hotel looking ritzy not place decent view higher motel expectation ca not afford ritz type hotel place not bad hotels downtown parking valet 25 better trying park street room clean courteous friendly desk valet
5,Positive,0.9281,0.7666666666666666,140,20,loved inn queen anne really great stay great staff continental breakfast locationsuite included bedroom lounge room kitchen 2 walk robes den
1,Positive,0.8323,0.08,1449,220,quaint not rundown son decided celebrate graduation high school trip seattle chose inn queen anne proximity experience music project space needle funky shops eateries nearby hotel described quaint pictures hotel website nice gave shot upon entering hotel greeted carpet lobby filthy torn uh oh thought not good sign desk overbooked paid confirmed reservations late arrival 2 weeks prior room left 2 beds took hurriedly left things room grab quick bite returning getting bed noticed room no c windows not open son double bed clean twin hairy sheets closet not talking old fashioned wall pull bed actually tiny twin bed stuffed closet went kitchenette leftovers fridge fridge mold not work went desk complain told nothing sucked tried sleep took sheets bed used sons blanket eventually closet got stuffy jumped sons bed fan morning experienced plumbing issues toilet shower bugs bathroom packing looked bed make sure got discovered possessions stayed housekeepers not clean beds change sheets canceled rest stay decided leave seattle drove anacortes stayed cap sante inn palace compared night wrote manager queen anne requesting refund received letter saying refund not given gave coupon stay use word quaint queen anne uses advertising not rundown advice anybody staying check room white glove inspection make sure working order agree stay way queen anne policy reserve room charge card immediately not refund 72 hours advance cancellation ridiculous
4,Positive,0.9531,0.13015873015873014,507,68,comfortable apt style hotel enjoyable stay price amenities european style hotel building old furniture classic style comfortable no c upper floors able open windows terrific grocery nearby metropolitan market good restaurants seattle center space needle experience music project science center far pike market waterfront inn shuttle available day parking tight limited hotel spaces usually parking street fee 1 2 hours parking 6 p free streets car 8 amreported slow toilet fixed immediately staff responsive
4,Positive,0.9833,0.2455215419501134,867,139,not bad place stay short term not expect want roominess amenities not walk stairs not place day need place sleep shower fine place rate good compared lodgings city old 1920 built twin apartment buildings retired priests nuns building sisters priests room queen bed large walk closet kitchenette bath clean adequate night stay staff friendly bellboy adam nice helpful stairway funny smell mildew like room no air conditioner no smell temps hit 90 open windows ceiling fan bearable hot temperature seattle rare street city center old 1962 worlds fair site space needle park amusement rides short walk away monorail 2 ride downtown walk free public transportations pioneer square pike markey waterfront arriving air rush hour period suggest let hotel book towncar 45 plus tip taxi ride rush hour expensive stuck traffic nice not meter went taxi 5 sunday cost 35 plus tip
4,Positive,0.9761,0.49642857142857144,206,27,excellent stay staff friendly helpful nice hotel price supermarkets restaurants close proximity ideal location space needle breakfast included added bonus rooms big spacious overall nice experience relaxing
4,Positive,0.9804,0.3161764705882353,601,87,return going seattle booked hotel knowing budget hotel check friends met friendly warm welcome rooms read reviews simple charming beds ok bathroom ok really big closet nice little kitchenette breakfast not described great experience needs little kitchenette bring coffee lobby prepare bacon eggs bought supermarket located not 150 metres away stay great experience friendly staff especially dana conveniant compementary shuttle service low price great location 10 15 minute walk city center 2 minutes key arena 20 minutes hooters restaurant 20 minutes pike market 8 minutes space needle anders friends
1,Positive,0.235,-0.07489669421487605,566,77,terrible hotel approximately 2 weeks ago april 25 2007 reservation hotel night 19 2007 wrote follow request reply advised reservation cancelled overbooking wote giving reservation number wrote saying sorry making no effort room nearby hotel rhe emails brigeta operation manager not written approximately 2 weeks stay positive left scrambe new hotel lobby inn queen anne practice unforgivable especially light resevation number guarenteeing room 19 2007 point making advance reservations hotel suddenly cancel little advance notice sincerely greg scanlonsan francisco
3,Positive,0.9897,0.45958994708994705,844,131,great price okay experience stayed inn queen anne nights mid january 2007 price good 79 night room fine old shabby clean comfortable kitchenette microwave stove sink fridge great room surprisingly large walk closet service friendly no warned desk staff leaves 11 00 pm calls desk hour fielded staff hotel problem example needed request iron ironing board morning not able guy hotel not queen anne answer phone inn queen anne no elevator not problem big problem downside noise hotel no soundproofing rooms night bed 2 30 ask next door neighbors kind party going hold morning plumbing noise deafening morning awakened 6 00 pm showers rooms however location great hotel north space needle smack middle seattle bohemian hip neighborhood excellent cd shop corner restaurants safeway deep sleeper not need first class accomodations hotel good bargain
5,Positive,0.9615,0.625,340,47,great people great location took wife birthday surprise stayed fact raffles plaza l doubt feeling change booked club room expected took breakfast restaurants came know chef l not knowm breaky delight picked served head chef location excellent staff reception club lounge conceirge excellent pleasure not ripped taxis absolute recommendation
4,Positive,0.9868,0.40338827838827834,397,56,great location stayed stopover australia 2 5 yr olds great location easily shops cafes going outside humid hotel great pool renovation reason booked hotel disappointed offered shuttle bus use pool 2 hassle stroller didnt room 2 double beds fabulous bathroom breakfast included amazing food want staff friendly helpful stay short walk merlion singapore flyer mrt right perfect location lovely hotel
4,Positive,0.9922,0.2748230201171377,1155,173,great location reasonable hotel overall happy stay not niggles stayed en route sydney new zealand nights booked raffles plaza overall worked rate paid good upgraded hotel busy booked early north tower executive floor not allowed use executive lounge 11 year old fine room large comfortable clean great views high floor esplanade padang city location great raffles booked afternoon tea suntec mall hippo tour walkable national musuem bell boy sweet son could better room rate check reservation quite conferring management original rate confirmed no bed 11 year old despite emails initial booking correct got lost phoning reception said sin 30 night additional cost returned reception emails original rate finally agreed went food bed not returned probably took 3 4 hours bed overnight flight london finally got bed 2300 son sleep bed singapore general really enjoyed recommend afternoon tea tiffin room raffles couple tour groups sensitively sat smaller parties slightly separate area nice encouraged leave main lobby nice touch book ahead booked ages advance saturday definitely no getting day night safari national museum including history singapore wing
5,Positive,0.992,0.38127651515151517,839,110,beautiful pei designed hotel pei designed hotel reminiscent seasons hotel new york graciously checked karen informed travel agent booked two bedded room explained celebrate 25th anniversary king sized bed appropriate immediately congratulated changed room asked prefer champagne red wine little use concierge wonderful doorman unfortunately forgotten showed concern answering questions making recommendations providing directions required nothing additional let leave hotel sure going wished good day room lovely bathroom impressive tub big perfect place share champagne wonderful overhead shower occupied balance bathing room seperated sink toilet areas glass wall modern furnishings great view city enhanced experience international buffet breakfast included package opulent tasty served alongside lovel duel pools highly recommend hotel
5,Positive,0.9832,0.20771164021164024,850,127,excellent read reviews sure booked room north tower got tot check desk told upgraded junior penthouse suite not sure completely random honeymoon way nice surprise minute later person checking said oh sorry sir mistake not upgraded toa junior penthouse suite penthouse suite wentm nit sure expect room apartment 2 sitting areas huge dingin table remote control curtains round huge bathroom extra storage room amazing surprise balconies round beautiful view floor hotel regretted 2nights hotel staff helpful information needed assistance not experience 5 charge texi service hotel wait taxi no extra charge knew hotel right mall bar makes pretty interesting cocktails famous long bar road bnch bars restaurants couple od minutes away happy location helpfulnes staff highly reccommend hotel not sure south tower sure booked north tower told little dated
5,Positive,0.9719,0.2724953617810761,557,73,fairmont hotel singapore splendid stayed fairmont singapore nights february chinese new year plaza suite 23rd floor large clean devine view overlooked historic raffles hotel turn service evening large bathroom raindrop showerhead beautiful appointments bose sound electronic blinds breakfasted plaza floor restaurants choose shopping plaza directly hotel restaurants budget star close proximity stocked supermarket complex short walking distance key attractions staff doormen housekeeping helpful welcoming simply best hotels stayed world ca not wait return
4,Positive,0.9684,0.42708333333333337,373,54,great hotel stayed hotel night route perth christmas great location easy reach changhi singapore clean efficient underground room modern clean staff polite helpful booked hotel raffles plaza not understand mistake raffles booking need look hotel photos read description look prices know not raffles literally road stop long bar famous singapore sling nutshell covered floor
4,Positive,0.9762,0.26961279461279464,562,87,great hotel centre stayed 5 nights room overlooking memorial cricket pitch downtown lot like hotel rooms big need great bathroom lobby attached shopping mall numerous places eat western oriental food including new donut shop queues extraordinary pleasant pool area 8th floor small pools quite restricted place need early want lounger hotel good spot walk places orchard road 15 mins away hop mrt old raffles hotel road try entertainment floors swiss hotel door views great especially night ca not far wrong singapore hotels good no exception certainly worth stay
5,Positive,0.9936,0.29669913419913424,661,92,great location great value great hotel husband stayed 3 nights start month long tour far east australia stop perth australia australian friends recommended singapore stop help jet lag worked jet lag time arrived perth unfortunately bad jet lag singapore absolutely loved stay raffles plaza fantastic value money brilliant location right opposite raffles really helpful staff long trip edinburgh raindrop shower fantastic deluxe room room great views lots clever electrics e g automated curtains lighting controls bed breakast included deal class sitting pool area morning lovely concierge friendly highlighted places map hopefully singapore soon definitely stay
5,Positive,0.9423,0.4317460317460317,282,39,lovely hotel great location stayed vacation touring asia thought raffles plaza looking decorated maintained staff professional large room nice extras bathroom toiletries robe slippers walk right hotel stores restaurants huge mall hotel connected good food raffles hotel right street
